;datetime_600;geo_name;Precio mercado spot [€/MWh]
0;2025-01-01T00:00:00.000+01:00;Portugal;134.49
1;2025-01-01T00:00:00.000+01:00;Francia;12.36
2;2025-01-01T00:00:00.000+01:00;España;134.49
3;2025-01-01T00:00:00.000+01:00;Reino Unido;0.04
4;2025-01-01T00:00:00.000+01:00;Alemania;2.16
5;2025-01-01T00:00:00.000+01:00;Bélgica;10.62
6;2025-01-01T00:00:00.000+01:00;Países Bajos;13.62
7;2025-01-01T01:00:00.000+01:00;Portugal;131.59
8;2025-01-01T01:00:00.000+01:00;Francia;18.92
9;2025-01-01T01:00:00.000+01:00;España;131.59
10;2025-01-01T01:00:00.000+01:00;Reino Unido;3.21
11;2025-01-01T01:00:00.000+01:00;Alemania;1.6
12;2025-01-01T01:00:00.000+01:00;Bélgica;10.27
13;2025-01-01T01:00:00.000+01:00;Países Bajos;6.24
14;2025-01-01T02:00:00.000+01:00;Portugal;131.49
15;2025-01-01T02:00:00.000+01:00;Francia;16.66
16;2025-01-01T02:00:00.000+01:00;España;131.49
17;2025-01-01T02:00:00.000+01:00;Reino Unido;5.99
18;2025-01-01T02:00:00.000+01:00;Alemania;0.0
19;2025-01-01T02:00:00.000+01:00;Bélgica;8.38
20;2025-01-01T02:00:00.000+01:00;Países Bajos;4.16
21;2025-01-01T03:00:00.000+01:00;Portugal;131.42
22;2025-01-01T03:00:00.000+01:00;Francia;13.1
23;2025-01-01T03:00:00.000+01:00;España;131.42
24;2025-01-01T03:00:00.000+01:00;Reino Unido;0.68
25;2025-01-01T03:00:00.000+01:00;Alemania;-0.01
26;2025-01-01T03:00:00.000+01:00;Bélgica;6.61
27;2025-01-01T03:00:00.000+01:00;Países Bajos;3.28
28;2025-01-01T04:00:00.000+01:00;Portugal;120.49
29;2025-01-01T04:00:00.000+01:00;Francia;5.9
30;2025-01-01T04:00:00.000+01:00;España;120.49
31;2025-01-01T04:00:00.000+01:00;Reino Unido;-3.82
32;2025-01-01T04:00:00.000+01:00;Alemania;-0.01
33;2025-01-01T04:00:00.000+01:00;Bélgica;2.29
34;2025-01-01T04:00:00.000+01:00;Países Bajos;0.68
35;2025-01-01T05:00:00.000+01:00;Portugal;112.3
36;2025-01-01T05:00:00.000+01:00;Francia;9.27
37;2025-01-01T05:00:00.000+01:00;España;112.3
38;2025-01-01T05:00:00.000+01:00;Reino Unido;-4.83
39;2025-01-01T05:00:00.000+01:00;Alemania;-0.06
40;2025-01-01T05:00:00.000+01:00;Bélgica;3.01
41;2025-01-01T05:00:00.000+01:00;Países Bajos;0.0
42;2025-01-01T06:00:00.000+01:00;Portugal;112.3
43;2025-01-01T06:00:00.000+01:00;Francia;10.04
44;2025-01-01T06:00:00.000+01:00;España;112.3
45;2025-01-01T06:00:00.000+01:00;Reino Unido;-5.14
46;2025-01-01T06:00:00.000+01:00;Alemania;-0.09
47;2025-01-01T06:00:00.000+01:00;Bélgica;3.52
48;2025-01-01T06:00:00.000+01:00;Países Bajos;0.76
49;2025-01-01T07:00:00.000+01:00;Portugal;111.88
50;2025-01-01T07:00:00.000+01:00;Francia;7.23
51;2025-01-01T07:00:00.000+01:00;España;111.88
52;2025-01-01T07:00:00.000+01:00;Reino Unido;-2.39
53;2025-01-01T07:00:00.000+01:00;Alemania;-0.01
54;2025-01-01T07:00:00.000+01:00;Bélgica;2.55
55;2025-01-01T07:00:00.000+01:00;Países Bajos;0.79
56;2025-01-01T08:00:00.000+01:00;Portugal;112.09
57;2025-01-01T08:00:00.000+01:00;Francia;12.83
58;2025-01-01T08:00:00.000+01:00;España;112.09
59;2025-01-01T08:00:00.000+01:00;Reino Unido;-2.26
60;2025-01-01T08:00:00.000+01:00;Alemania;-0.01
61;2025-01-01T08:00:00.000+01:00;Bélgica;4.24
62;2025-01-01T08:00:00.000+01:00;Países Bajos;1.89
63;2025-01-01T09:00:00.000+01:00;Portugal;94.99
64;2025-01-01T09:00:00.000+01:00;Francia;13.76
65;2025-01-01T09:00:00.000+01:00;España;94.99
66;2025-01-01T09:00:00.000+01:00;Reino Unido;2.98
67;2025-01-01T09:00:00.000+01:00;Alemania;-0.04
68;2025-01-01T09:00:00.000+01:00;Bélgica;7.5
69;2025-01-01T09:00:00.000+01:00;Países Bajos;7.5
70;2025-01-01T10:00:00.000+01:00;Portugal;50.01
71;2025-01-01T10:00:00.000+01:00;Francia;17.95
72;2025-01-01T10:00:00.000+01:00;España;35.0
73;2025-01-01T10:00:00.000+01:00;Reino Unido;2.68
74;2025-01-01T10:00:00.000+01:00;Alemania;-0.03
75;2025-01-01T10:00:00.000+01:00;Bélgica;15.91
76;2025-01-01T10:00:00.000+01:00;Países Bajos;27.32
77;2025-01-01T11:00:00.000+01:00;Portugal;20.59
78;2025-01-01T11:00:00.000+01:00;Francia;20.59
79;2025-01-01T11:00:00.000+01:00;España;20.59
80;2025-01-01T11:00:00.000+01:00;Reino Unido;16.97
81;2025-01-01T11:00:00.000+01:00;Alemania;-0.1
82;2025-01-01T11:00:00.000+01:00;Bélgica;20.59
83;2025-01-01T11:00:00.000+01:00;Países Bajos;37.49
84;2025-01-01T12:00:00.000+01:00;Portugal;28.11
85;2025-01-01T12:00:00.000+01:00;Francia;28.11
86;2025-01-01T12:00:00.000+01:00;España;28.11
87;2025-01-01T12:00:00.000+01:00;Reino Unido;45.2
88;2025-01-01T12:00:00.000+01:00;Alemania;-0.05
89;2025-01-01T12:00:00.000+01:00;Bélgica;29.94
90;2025-01-01T12:00:00.000+01:00;Países Bajos;60.1
91;2025-01-01T13:00:00.000+01:00;Portugal;40.63
92;2025-01-01T13:00:00.000+01:00;Francia;30.0
93;2025-01-01T13:00:00.000+01:00;España;30.0
94;2025-01-01T13:00:00.000+01:00;Reino Unido;99.68
95;2025-01-01T13:00:00.000+01:00;Alemania;-0.1
96;2025-01-01T13:00:00.000+01:00;Bélgica;37.14
97;2025-01-01T13:00:00.000+01:00;Países Bajos;63.32
98;2025-01-01T14:00:00.000+01:00;Portugal;30.6
99;2025-01-01T14:00:00.000+01:00;Francia;21.5
100;2025-01-01T14:00:00.000+01:00;España;21.5
101;2025-01-01T14:00:00.000+01:00;Reino Unido;103.16
102;2025-01-01T14:00:00.000+01:00;Alemania;-1.01
103;2025-01-01T14:00:00.000+01:00;Bélgica;26.32
104;2025-01-01T14:00:00.000+01:00;Países Bajos;47.0
105;2025-01-01T15:00:00.000+01:00;Portugal;40.63
106;2025-01-01T15:00:00.000+01:00;Francia;10.68
107;2025-01-01T15:00:00.000+01:00;España;10.68
108;2025-01-01T15:00:00.000+01:00;Reino Unido;113.3
109;2025-01-01T15:00:00.000+01:00;Alemania;-0.01
110;2025-01-01T15:00:00.000+01:00;Bélgica;22.1
111;2025-01-01T15:00:00.000+01:00;Países Bajos;50.1
112;2025-01-01T16:00:00.000+01:00;Portugal;72.0
113;2025-01-01T16:00:00.000+01:00;Francia;20.18
114;2025-01-01T16:00:00.000+01:00;España;72.0
115;2025-01-01T16:00:00.000+01:00;Reino Unido;105.6
116;2025-01-01T16:00:00.000+01:00;Alemania;-0.01
117;2025-01-01T16:00:00.000+01:00;Bélgica;19.28
118;2025-01-01T16:00:00.000+01:00;Países Bajos;27.64
119;2025-01-01T17:00:00.000+01:00;Portugal;125.49
120;2025-01-01T17:00:00.000+01:00;Francia;35.72
121;2025-01-01T17:00:00.000+01:00;España;125.49
122;2025-01-01T17:00:00.000+01:00;Reino Unido;131.72
123;2025-01-01T17:00:00.000+01:00;Alemania;0.07
124;2025-01-01T17:00:00.000+01:00;Bélgica;41.92
125;2025-01-01T17:00:00.000+01:00;Países Bajos;79.97
126;2025-01-01T18:00:00.000+01:00;Portugal;149.72
127;2025-01-01T18:00:00.000+01:00;Francia;48.06
128;2025-01-01T18:00:00.000+01:00;España;149.72
129;2025-01-01T18:00:00.000+01:00;Reino Unido;143.0
130;2025-01-01T18:00:00.000+01:00;Alemania;1.01
131;2025-01-01T18:00:00.000+01:00;Bélgica;57.95
132;2025-01-01T18:00:00.000+01:00;Países Bajos;95.0
133;2025-01-01T19:00:00.000+01:00;Portugal;150.67
134;2025-01-01T19:00:00.000+01:00;Francia;50.14
135;2025-01-01T19:00:00.000+01:00;España;150.67
136;2025-01-01T19:00:00.000+01:00;Reino Unido;146.06
137;2025-01-01T19:00:00.000+01:00;Alemania;1.48
138;2025-01-01T19:00:00.000+01:00;Bélgica;59.23
139;2025-01-01T19:00:00.000+01:00;Países Bajos;95.0
140;2025-01-01T20:00:00.000+01:00;Portugal;152.99
141;2025-01-01T20:00:00.000+01:00;Francia;41.5
142;2025-01-01T20:00:00.000+01:00;España;152.99
143;2025-01-01T20:00:00.000+01:00;Reino Unido;132.98
144;2025-01-01T20:00:00.000+01:00;Alemania;1.0
145;2025-01-01T20:00:00.000+01:00;Bélgica;45.86
146;2025-01-01T20:00:00.000+01:00;Países Bajos;81.49
147;2025-01-01T21:00:00.000+01:00;Portugal;151.69
148;2025-01-01T21:00:00.000+01:00;Francia;34.93
149;2025-01-01T21:00:00.000+01:00;España;151.69
150;2025-01-01T21:00:00.000+01:00;Reino Unido;114.54
151;2025-01-01T21:00:00.000+01:00;Alemania;0.07
152;2025-01-01T21:00:00.000+01:00;Bélgica;38.46
153;2025-01-01T21:00:00.000+01:00;Países Bajos;68.96
154;2025-01-01T22:00:00.000+01:00;Portugal;147.75
155;2025-01-01T22:00:00.000+01:00;Francia;34.69
156;2025-01-01T22:00:00.000+01:00;España;147.75
157;2025-01-01T22:00:00.000+01:00;Reino Unido;123.03
158;2025-01-01T22:00:00.000+01:00;Alemania;10.05
159;2025-01-01T22:00:00.000+01:00;Bélgica;32.07
160;2025-01-01T22:00:00.000+01:00;Países Bajos;46.37
161;2025-01-01T23:00:00.000+01:00;Portugal;133.06
162;2025-01-01T23:00:00.000+01:00;Francia;28.04
163;2025-01-01T23:00:00.000+01:00;España;133.06
164;2025-01-01T23:00:00.000+01:00;Reino Unido;81.97
165;2025-01-01T23:00:00.000+01:00;Alemania;7.01
166;2025-01-01T23:00:00.000+01:00;Bélgica;25.49
167;2025-01-01T23:00:00.000+01:00;Países Bajos;38.0
0;2025-01-02T00:00:00.000+01:00;Portugal;137.12
1;2025-01-02T00:00:00.000+01:00;Francia;39.84
2;2025-01-02T00:00:00.000+01:00;España;137.12
3;2025-01-02T00:00:00.000+01:00;Reino Unido;96.11
4;2025-01-02T00:00:00.000+01:00;Alemania;2.55
5;2025-01-02T00:00:00.000+01:00;Bélgica;46.42
6;2025-01-02T00:00:00.000+01:00;Países Bajos;101.94
7;2025-01-02T01:00:00.000+01:00;Portugal;123.03
8;2025-01-02T01:00:00.000+01:00;Francia;44.1
9;2025-01-02T01:00:00.000+01:00;España;123.03
10;2025-01-02T01:00:00.000+01:00;Reino Unido;138.88
11;2025-01-02T01:00:00.000+01:00;Alemania;1.56
12;2025-01-02T01:00:00.000+01:00;Bélgica;61.27
13;2025-01-02T01:00:00.000+01:00;Países Bajos;146.95
14;2025-01-02T02:00:00.000+01:00;Portugal;102.3
15;2025-01-02T02:00:00.000+01:00;Francia;44.7
16;2025-01-02T02:00:00.000+01:00;España;100.2
17;2025-01-02T02:00:00.000+01:00;Reino Unido;140.13
18;2025-01-02T02:00:00.000+01:00;Alemania;3.45
19;2025-01-02T02:00:00.000+01:00;Bélgica;62.37
20;2025-01-02T02:00:00.000+01:00;Países Bajos;148.44
21;2025-01-02T03:00:00.000+01:00;Portugal;102.09
22;2025-01-02T03:00:00.000+01:00;Francia;42.92
23;2025-01-02T03:00:00.000+01:00;España;99.82
24;2025-01-02T03:00:00.000+01:00;Reino Unido;114.68
25;2025-01-02T03:00:00.000+01:00;Alemania;7.02
26;2025-01-02T03:00:00.000+01:00;Bélgica;59.83
27;2025-01-02T03:00:00.000+01:00;Países Bajos;138.0
28;2025-01-02T04:00:00.000+01:00;Portugal;102.09
29;2025-01-02T04:00:00.000+01:00;Francia;40.15
30;2025-01-02T04:00:00.000+01:00;España;99.82
31;2025-01-02T04:00:00.000+01:00;Reino Unido;96.67
32;2025-01-02T04:00:00.000+01:00;Alemania;12.75
33;2025-01-02T04:00:00.000+01:00;Bélgica;52.61
34;2025-01-02T04:00:00.000+01:00;Países Bajos;100.1
35;2025-01-02T05:00:00.000+01:00;Portugal;101.88
36;2025-01-02T05:00:00.000+01:00;Francia;52.51
37;2025-01-02T05:00:00.000+01:00;España;100.08
38;2025-01-02T05:00:00.000+01:00;Reino Unido;93.71
39;2025-01-02T05:00:00.000+01:00;Alemania;30.07
40;2025-01-02T05:00:00.000+01:00;Bélgica;61.63
41;2025-01-02T05:00:00.000+01:00;Países Bajos;107.47
42;2025-01-02T06:00:00.000+01:00;Portugal;128.44
43;2025-01-02T06:00:00.000+01:00;Francia;93.3
44;2025-01-02T06:00:00.000+01:00;España;128.44
45;2025-01-02T06:00:00.000+01:00;Reino Unido;102.19
46;2025-01-02T06:00:00.000+01:00;Alemania;67.13
47;2025-01-02T06:00:00.000+01:00;Bélgica;103.55
48;2025-01-02T06:00:00.000+01:00;Países Bajos;154.68
49;2025-01-02T07:00:00.000+01:00;Portugal;143.96
50;2025-01-02T07:00:00.000+01:00;Francia;120.03
51;2025-01-02T07:00:00.000+01:00;España;143.96
52;2025-01-02T07:00:00.000+01:00;Reino Unido;120.66
53;2025-01-02T07:00:00.000+01:00;Alemania;98.83
54;2025-01-02T07:00:00.000+01:00;Bélgica;129.62
55;2025-01-02T07:00:00.000+01:00;Países Bajos;174.7
56;2025-01-02T08:00:00.000+01:00;Portugal;152.92
57;2025-01-02T08:00:00.000+01:00;Francia;135.52
58;2025-01-02T08:00:00.000+01:00;España;152.92
59;2025-01-02T08:00:00.000+01:00;Reino Unido;128.21
60;2025-01-02T08:00:00.000+01:00;Alemania;121.53
61;2025-01-02T08:00:00.000+01:00;Bélgica;142.71
62;2025-01-02T08:00:00.000+01:00;Países Bajos;175.07
63;2025-01-02T09:00:00.000+01:00;Portugal;152.16
64;2025-01-02T09:00:00.000+01:00;Francia;136.48
65;2025-01-02T09:00:00.000+01:00;España;152.16
66;2025-01-02T09:00:00.000+01:00;Reino Unido;137.86
67;2025-01-02T09:00:00.000+01:00;Alemania;127.23
68;2025-01-02T09:00:00.000+01:00;Bélgica;141.4
69;2025-01-02T09:00:00.000+01:00;Países Bajos;165.37
70;2025-01-02T10:00:00.000+01:00;Portugal;129.04
71;2025-01-02T10:00:00.000+01:00;Francia;129.04
72;2025-01-02T10:00:00.000+01:00;España;129.04
73;2025-01-02T10:00:00.000+01:00;Reino Unido;133.68
74;2025-01-02T10:00:00.000+01:00;Alemania;126.35
75;2025-01-02T10:00:00.000+01:00;Bélgica;130.25
76;2025-01-02T10:00:00.000+01:00;Países Bajos;136.0
77;2025-01-02T11:00:00.000+01:00;Portugal;125.7
78;2025-01-02T11:00:00.000+01:00;Francia;125.7
79;2025-01-02T11:00:00.000+01:00;España;125.7
80;2025-01-02T11:00:00.000+01:00;Reino Unido;125.7
81;2025-01-02T11:00:00.000+01:00;Alemania;119.97
82;2025-01-02T11:00:00.000+01:00;Bélgica;130.6
83;2025-01-02T11:00:00.000+01:00;Países Bajos;111.93
84;2025-01-02T12:00:00.000+01:00;Portugal;125.72
85;2025-01-02T12:00:00.000+01:00;Francia;125.72
86;2025-01-02T12:00:00.000+01:00;España;125.72
87;2025-01-02T12:00:00.000+01:00;Reino Unido;120.82
88;2025-01-02T12:00:00.000+01:00;Alemania;115.95
89;2025-01-02T12:00:00.000+01:00;Bélgica;133.89
90;2025-01-02T12:00:00.000+01:00;Países Bajos;101.52
91;2025-01-02T13:00:00.000+01:00;Portugal;119.3
92;2025-01-02T13:00:00.000+01:00;Francia;119.3
93;2025-01-02T13:00:00.000+01:00;España;119.3
94;2025-01-02T13:00:00.000+01:00;Reino Unido;120.9
95;2025-01-02T13:00:00.000+01:00;Alemania;113.9
96;2025-01-02T13:00:00.000+01:00;Bélgica;124.11
97;2025-01-02T13:00:00.000+01:00;Países Bajos;105.6
98;2025-01-02T14:00:00.000+01:00;Portugal;124.65
99;2025-01-02T14:00:00.000+01:00;Francia;124.65
100;2025-01-02T14:00:00.000+01:00;España;124.65
101;2025-01-02T14:00:00.000+01:00;Reino Unido;124.6
102;2025-01-02T14:00:00.000+01:00;Alemania;122.21
103;2025-01-02T14:00:00.000+01:00;Bélgica;126.45
104;2025-01-02T14:00:00.000+01:00;Países Bajos;118.95
105;2025-01-02T15:00:00.000+01:00;Portugal;130.11
106;2025-01-02T15:00:00.000+01:00;Francia;130.11
107;2025-01-02T15:00:00.000+01:00;España;130.11
108;2025-01-02T15:00:00.000+01:00;Reino Unido;133.76
109;2025-01-02T15:00:00.000+01:00;Alemania;130.11
110;2025-01-02T15:00:00.000+01:00;Bélgica;130.11
111;2025-01-02T15:00:00.000+01:00;Países Bajos;130.11
112;2025-01-02T16:00:00.000+01:00;Portugal;139.5
113;2025-01-02T16:00:00.000+01:00;Francia;139.5
114;2025-01-02T16:00:00.000+01:00;España;139.5
115;2025-01-02T16:00:00.000+01:00;Reino Unido;139.74
116;2025-01-02T16:00:00.000+01:00;Alemania;138.59
117;2025-01-02T16:00:00.000+01:00;Bélgica;139.04
118;2025-01-02T16:00:00.000+01:00;Países Bajos;138.81
119;2025-01-02T17:00:00.000+01:00;Portugal;153.4
120;2025-01-02T17:00:00.000+01:00;Francia;153.4
121;2025-01-02T17:00:00.000+01:00;España;153.4
122;2025-01-02T17:00:00.000+01:00;Reino Unido;150.37
123;2025-01-02T17:00:00.000+01:00;Alemania;152.87
124;2025-01-02T17:00:00.000+01:00;Bélgica;153.13
125;2025-01-02T17:00:00.000+01:00;Países Bajos;153.0
126;2025-01-02T18:00:00.000+01:00;Portugal;159.18
127;2025-01-02T18:00:00.000+01:00;Francia;153.15
128;2025-01-02T18:00:00.000+01:00;España;159.18
129;2025-01-02T18:00:00.000+01:00;Reino Unido;157.11
130;2025-01-02T18:00:00.000+01:00;Alemania;152.94
131;2025-01-02T18:00:00.000+01:00;Bélgica;153.04
132;2025-01-02T18:00:00.000+01:00;Países Bajos;152.99
133;2025-01-02T19:00:00.000+01:00;Portugal;160.99
134;2025-01-02T19:00:00.000+01:00;Francia;146.66
135;2025-01-02T19:00:00.000+01:00;España;160.99
136;2025-01-02T19:00:00.000+01:00;Reino Unido;149.14
137;2025-01-02T19:00:00.000+01:00;Alemania;139.15
138;2025-01-02T19:00:00.000+01:00;Bélgica;153.06
139;2025-01-02T19:00:00.000+01:00;Países Bajos;128.0
140;2025-01-02T20:00:00.000+01:00;Portugal;161.1
141;2025-01-02T20:00:00.000+01:00;Francia;130.6
142;2025-01-02T20:00:00.000+01:00;España;161.1
143;2025-01-02T20:00:00.000+01:00;Reino Unido;137.82
144;2025-01-02T20:00:00.000+01:00;Alemania;130.0
145;2025-01-02T20:00:00.000+01:00;Bélgica;131.07
146;2025-01-02T20:00:00.000+01:00;Países Bajos;129.17
147;2025-01-02T21:00:00.000+01:00;Portugal;157.88
148;2025-01-02T21:00:00.000+01:00;Francia;120.62
149;2025-01-02T21:00:00.000+01:00;España;157.88
150;2025-01-02T21:00:00.000+01:00;Reino Unido;128.23
151;2025-01-02T21:00:00.000+01:00;Alemania;119.78
152;2025-01-02T21:00:00.000+01:00;Bélgica;120.23
153;2025-01-02T21:00:00.000+01:00;Países Bajos;120.0
154;2025-01-02T22:00:00.000+01:00;Portugal;152.44
155;2025-01-02T22:00:00.000+01:00;Francia;117.89
156;2025-01-02T22:00:00.000+01:00;España;152.44
157;2025-01-02T22:00:00.000+01:00;Reino Unido;131.19
158;2025-01-02T22:00:00.000+01:00;Alemania;113.42
159;2025-01-02T22:00:00.000+01:00;Bélgica;117.97
160;2025-01-02T22:00:00.000+01:00;Países Bajos;119.9
161;2025-01-02T23:00:00.000+01:00;Portugal;140.0
162;2025-01-02T23:00:00.000+01:00;Francia;118.56
163;2025-01-02T23:00:00.000+01:00;España;140.0
164;2025-01-02T23:00:00.000+01:00;Reino Unido;114.82
165;2025-01-02T23:00:00.000+01:00;Alemania;82.47
166;2025-01-02T23:00:00.000+01:00;Bélgica;112.03
167;2025-01-02T23:00:00.000+01:00;Países Bajos;116.07
0;2025-01-03T00:00:00.000+01:00;Portugal;121.52
1;2025-01-03T00:00:00.000+01:00;Francia;103.88
2;2025-01-03T00:00:00.000+01:00;España;121.52
3;2025-01-03T00:00:00.000+01:00;Reino Unido;120.47
4;2025-01-03T00:00:00.000+01:00;Alemania;99.56
5;2025-01-03T00:00:00.000+01:00;Bélgica;105.68
6;2025-01-03T00:00:00.000+01:00;Países Bajos;114.32
7;2025-01-03T01:00:00.000+01:00;Portugal;105.88
8;2025-01-03T01:00:00.000+01:00;Francia;95.18
9;2025-01-03T01:00:00.000+01:00;España;104.9
10;2025-01-03T01:00:00.000+01:00;Reino Unido;116.24
11;2025-01-03T01:00:00.000+01:00;Alemania;87.53
12;2025-01-03T01:00:00.000+01:00;Bélgica;98.54
13;2025-01-03T01:00:00.000+01:00;Países Bajos;115.0
14;2025-01-03T02:00:00.000+01:00;Portugal;93.94
15;2025-01-03T02:00:00.000+01:00;Francia;89.94
16;2025-01-03T02:00:00.000+01:00;España;93.94
17;2025-01-03T02:00:00.000+01:00;Reino Unido;105.61
18;2025-01-03T02:00:00.000+01:00;Alemania;85.01
19;2025-01-03T02:00:00.000+01:00;Bélgica;92.04
20;2025-01-03T02:00:00.000+01:00;Países Bajos;103.0
21;2025-01-03T03:00:00.000+01:00;Portugal;91.1
22;2025-01-03T03:00:00.000+01:00;Francia;87.67
23;2025-01-03T03:00:00.000+01:00;España;91.1
24;2025-01-03T03:00:00.000+01:00;Reino Unido;95.38
25;2025-01-03T03:00:00.000+01:00;Alemania;83.79
26;2025-01-03T03:00:00.000+01:00;Bélgica;89.37
27;2025-01-03T03:00:00.000+01:00;Países Bajos;98.0
28;2025-01-03T04:00:00.000+01:00;Portugal;90.01
29;2025-01-03T04:00:00.000+01:00;Francia;84.06
30;2025-01-03T04:00:00.000+01:00;España;88.46
31;2025-01-03T04:00:00.000+01:00;Reino Unido;90.72
32;2025-01-03T04:00:00.000+01:00;Alemania;77.5
33;2025-01-03T04:00:00.000+01:00;Bélgica;80.99
34;2025-01-03T04:00:00.000+01:00;Países Bajos;78.15
35;2025-01-03T05:00:00.000+01:00;Portugal;92.25
36;2025-01-03T05:00:00.000+01:00;Francia;92.25
37;2025-01-03T05:00:00.000+01:00;España;92.25
38;2025-01-03T05:00:00.000+01:00;Reino Unido;92.84
39;2025-01-03T05:00:00.000+01:00;Alemania;79.88
40;2025-01-03T05:00:00.000+01:00;Bélgica;99.97
41;2025-01-03T05:00:00.000+01:00;Países Bajos;71.0
42;2025-01-03T06:00:00.000+01:00;Portugal;100.14
43;2025-01-03T06:00:00.000+01:00;Francia;100.14
44;2025-01-03T06:00:00.000+01:00;España;100.14
45;2025-01-03T06:00:00.000+01:00;Reino Unido;105.6
46;2025-01-03T06:00:00.000+01:00;Alemania;83.56
47;2025-01-03T06:00:00.000+01:00;Bélgica;108.81
48;2025-01-03T06:00:00.000+01:00;Países Bajos;68.96
49;2025-01-03T07:00:00.000+01:00;Portugal;126.0
50;2025-01-03T07:00:00.000+01:00;Francia;119.27
51;2025-01-03T07:00:00.000+01:00;España;126.0
52;2025-01-03T07:00:00.000+01:00;Reino Unido;126.73
53;2025-01-03T07:00:00.000+01:00;Alemania;78.43
54;2025-01-03T07:00:00.000+01:00;Bélgica;113.19
55;2025-01-03T07:00:00.000+01:00;Países Bajos;86.0
56;2025-01-03T08:00:00.000+01:00;Portugal;141.2
57;2025-01-03T08:00:00.000+01:00;Francia;127.28
58;2025-01-03T08:00:00.000+01:00;España;141.2
59;2025-01-03T08:00:00.000+01:00;Reino Unido;126.62
60;2025-01-03T08:00:00.000+01:00;Alemania;82.57
61;2025-01-03T08:00:00.000+01:00;Bélgica;117.0
62;2025-01-03T08:00:00.000+01:00;Países Bajos;112.64
63;2025-01-03T09:00:00.000+01:00;Portugal;138.0
64;2025-01-03T09:00:00.000+01:00;Francia;132.97
65;2025-01-03T09:00:00.000+01:00;España;138.0
66;2025-01-03T09:00:00.000+01:00;Reino Unido;142.66
67;2025-01-03T09:00:00.000+01:00;Alemania;80.76
68;2025-01-03T09:00:00.000+01:00;Bélgica;147.51
69;2025-01-03T09:00:00.000+01:00;Países Bajos;134.51
70;2025-01-03T10:00:00.000+01:00;Portugal;130.52
71;2025-01-03T10:00:00.000+01:00;Francia;130.52
72;2025-01-03T10:00:00.000+01:00;España;130.52
73;2025-01-03T10:00:00.000+01:00;Reino Unido;134.87
74;2025-01-03T10:00:00.000+01:00;Alemania;77.64
75;2025-01-03T10:00:00.000+01:00;Bélgica;145.19
76;2025-01-03T10:00:00.000+01:00;Países Bajos;100.0
77;2025-01-03T11:00:00.000+01:00;Portugal;123.2
78;2025-01-03T11:00:00.000+01:00;Francia;123.2
79;2025-01-03T11:00:00.000+01:00;España;123.2
80;2025-01-03T11:00:00.000+01:00;Reino Unido;121.68
81;2025-01-03T11:00:00.000+01:00;Alemania;70.48
82;2025-01-03T11:00:00.000+01:00;Bélgica;101.44
83;2025-01-03T11:00:00.000+01:00;Países Bajos;86.6
84;2025-01-03T12:00:00.000+01:00;Portugal;113.51
85;2025-01-03T12:00:00.000+01:00;Francia;113.51
86;2025-01-03T12:00:00.000+01:00;España;113.51
87;2025-01-03T12:00:00.000+01:00;Reino Unido;118.05
88;2025-01-03T12:00:00.000+01:00;Alemania;69.94
89;2025-01-03T12:00:00.000+01:00;Bélgica;95.63
90;2025-01-03T12:00:00.000+01:00;Países Bajos;83.8
91;2025-01-03T13:00:00.000+01:00;Portugal;107.6
92;2025-01-03T13:00:00.000+01:00;Francia;107.6
93;2025-01-03T13:00:00.000+01:00;España;107.6
94;2025-01-03T13:00:00.000+01:00;Reino Unido;118.29
95;2025-01-03T13:00:00.000+01:00;Alemania;77.8
96;2025-01-03T13:00:00.000+01:00;Bélgica;97.72
97;2025-01-03T13:00:00.000+01:00;Países Bajos;97.2
98;2025-01-03T14:00:00.000+01:00;Portugal;105.88
99;2025-01-03T14:00:00.000+01:00;Francia;105.88
100;2025-01-03T14:00:00.000+01:00;España;105.88
101;2025-01-03T14:00:00.000+01:00;Reino Unido;122.26
102;2025-01-03T14:00:00.000+01:00;Alemania;78.81
103;2025-01-03T14:00:00.000+01:00;Bélgica;101.95
104;2025-01-03T14:00:00.000+01:00;Países Bajos;117.05
105;2025-01-03T15:00:00.000+01:00;Portugal;110.22
106;2025-01-03T15:00:00.000+01:00;Francia;110.22
107;2025-01-03T15:00:00.000+01:00;España;110.22
108;2025-01-03T15:00:00.000+01:00;Reino Unido;120.07
109;2025-01-03T15:00:00.000+01:00;Alemania;85.29
110;2025-01-03T15:00:00.000+01:00;Bélgica;119.96
111;2025-01-03T15:00:00.000+01:00;Países Bajos;149.99
112;2025-01-03T16:00:00.000+01:00;Portugal;123.2
113;2025-01-03T16:00:00.000+01:00;Francia;123.2
114;2025-01-03T16:00:00.000+01:00;España;123.2
115;2025-01-03T16:00:00.000+01:00;Reino Unido;136.85
116;2025-01-03T16:00:00.000+01:00;Alemania;105.51
117;2025-01-03T16:00:00.000+01:00;Bélgica;133.32
118;2025-01-03T16:00:00.000+01:00;Países Bajos;125.8
119;2025-01-03T17:00:00.000+01:00;Portugal;141.2
120;2025-01-03T17:00:00.000+01:00;Francia;141.2
121;2025-01-03T17:00:00.000+01:00;España;141.2
122;2025-01-03T17:00:00.000+01:00;Reino Unido;163.02
123;2025-01-03T17:00:00.000+01:00;Alemania;116.66
124;2025-01-03T17:00:00.000+01:00;Bélgica;158.28
125;2025-01-03T17:00:00.000+01:00;Países Bajos;149.93
